Generators,Resources,Periods,Problem size,Generated energy variable classical,Commitment variable classical,Start variable classical,Shut variable classical,Operational cost classical,CPU time
16,natural_gas_fired_combustion_turbine,7,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,8,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,9,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,10,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,11,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,12,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,13,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,14,504,11.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,15,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,16,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,17,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,18,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,19,504,86.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,20,504,62.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,21,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,22,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
16,natural_gas_fired_combustion_turbine,23,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,0,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,1,504,93.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,2,504,88.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,3,504,58.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,4,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,5,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,6,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,7,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,8,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,9,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,10,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,11,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,12,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,13,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,14,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,15,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,16,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,17,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,18,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,19,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,20,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,21,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,22,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
17,natural_gas_fired_combustion_turbine,23,504,-0.0,1.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,0,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,1,504,32.0,1.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,2,504,32.0,1.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,3,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,4,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,5,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,6,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,7,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,8,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,9,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,10,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,11,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,12,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,13,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,14,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,15,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,16,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,17,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,18,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,19,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,20,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,21,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,22,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
18,natural_gas_fired_combustion_turbine,23,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,0,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,1,504,32.0,1.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,2,504,32.0,1.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,3,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,4,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,5,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,6,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,7,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,8,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,9,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,10,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,11,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,12,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,13,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,14,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,15,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,16,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,17,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,18,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,19,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,20,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,21,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,22,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
19,natural_gas_fired_combustion_turbine,23,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,0,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,1,504,51.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,2,504,51.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,3,504,51.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,4,504,51.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,5,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,6,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,7,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,8,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,9,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,10,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,11,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,12,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,13,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,14,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,15,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,16,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,17,504,21.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,18,504,38.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,19,504,51.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,20,504,51.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,21,504,35.0,1.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,22,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
20,natural_gas_fired_combustion_turbine,23,504,0.0,0.0,,,1376099.9123000028,0.23796580199996242
0,biomass,0,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,1,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,2,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,3,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,4,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,5,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,6,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,7,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,8,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,9,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,10,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,11,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,12,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,13,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,14,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,15,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,16,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,17,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,18,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,19,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,20,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,21,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,22,528,21.0,,,,1376040.2112000028,0.2546858819987392
0,biomass,23,528,21.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,0,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,1,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,2,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,3,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,4,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,5,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,6,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,7,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,8,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,9,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,10,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,11,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,12,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,13,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,14,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,15,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,16,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,17,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,18,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,19,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,20,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,21,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,22,528,42.0,,,,1376040.2112000028,0.2546858819987392
1,hydroelectric_pumped_storage,23,528,42.0,,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,0,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,1,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,2,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,3,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,4,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,5,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,6,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,7,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,8,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,9,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,10,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,11,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,12,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,13,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,14,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,15,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,16,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,17,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,18,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,19,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,20,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,21,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,22,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
2,natural_gas_fired_combined_cycle,23,528,607.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,0,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,1,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,2,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,3,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,4,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,5,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,6,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,7,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,8,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,9,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,10,528,24.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,11,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,12,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,13,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,14,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,15,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,16,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,17,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,18,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,19,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,20,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,21,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,22,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
3,natural_gas_fired_combined_cycle,23,528,30.0,1.0,,,1376040.2112000028,0.2546858819987392
4,natural_gas_fired_combined_cycle,0,528,49.0,1.0,,,1376040.2112000028,0.2546858819987392
4,natural_gas_fired_combined_cycle,1,528,49.0,1.0,,,1376040.2112000028,0.2546858819987392
4,natural_gas_fired_combined_cycle,2,528,49.0,1.0,,,1376040.2112000028,0.2546858819987392
4,natural_gas_fired_combined_cycle,3,528,49.0,1.0,,,1376040.2112000028,0.2546858819987392
